customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,external_id,name,email,segment,status,region,province,city,barangay,service_type,plan_type,notes
6131-FOYAS,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,3337.6,117314.40000000001,No,,,,Residential,At-Risk,Negros Island Region (NIR),Negros Oriental,Amlan,San Juan,Wireless,Business,
3027-YNWZU,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),1400.0,88748.8,No,,,,Startup,Active,Region IV-A (CALABARZON),Batangas,Balayan,San Juan,Cable,Postpaid,
5609-IMCGG,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),4723.599999999999,72948.40000000001,No,,,,SMB,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Olutanga,San Roque,Mobile,Unlimited,
4873-ILOLJ,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5059.599999999999,125356.0,Yes,,,,SMB,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,South Ubian,San Isidro,Fiber,Prepaid,
4727-MCYZG,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,3110.7999999999997,3110.7999999999997,No,,,,Startup,At-Risk,Region VII (Central Visayas),Cebu,Daanbantayan,Santo Nino,Wireless,Unlimited,
9481-WHGWY,Female,0,Yes,Yes,70,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),4219.599999999999,304514.0,No,,,,SMB,At-Risk,Region II (Cagayan Valley),Quirino,Diffun,Centro,Fiber,Prepaid,
2725-KXXWT,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5082.0,5082.0,Yes,,,,Enterprise,At-Risk,Region VIII (Eastern Visayas),Eastern Samar,Balangiga,Poblacion,Fiber,Prepaid,
9565-DJPIB,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,5017.599999999999,20476.399999999998,Yes,,,,Enterprise,At-Risk,Region IX (Zamboanga Peninsula),Sulu,Omar,Mabini,Fiber,Prepaid,
4328-VUFWD,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,3320.7999999999997,123712.40000000001,No,,,,Startup,At-Risk,Negros Island Region (NIR),Negros Occidental,Moises Padilla,Santa Maria,Wireless,Postpaid,
3301-LSLWQ,Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3701.5999999999995,107080.40000000001,No,,,,Startup,Active,Region X (Northern Mindanao),Misamis Occidental,Baliangao,East,Mobile,Prepaid,
7473-ZBDSN,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1052.8,14310.800000000001,No,,,,Enterprise,Active,Region X (Northern Mindanao),Bukidnon,Baungon,San Isidro,Fiber,Business,
3166-PNEOF,Female,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4841.2,289816.8,No,,,,SMB,Active,Cordillera Administrative Region (CAR),Benguet,Itogon,Maligaya,DSL,Family,
5639-NTUPK,Male,0,No,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2917.6,37556.4,No,,,,Startup,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Naga,Bagong Silang,Cable,Unlimited,
8780-YRMTT,Female,0,No,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,2654.4,177926.0,No,,,,Residential,At-Risk,Region IV-A (CALABARZON),Laguna,Bay,Rizal,Fiber,Postpaid,
8348-HFYIV,Male,0,No,No,2,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2758.0,5059.599999999999,Yes,,,,Startup,Active,Region VIII (Eastern Visayas),Southern Leyte,San Juan,East,Fiber,Family,
5140-FOMCQ,Female,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),6112.400000000001,367234.0,No,,,,SMB,At-Risk,Region IV-A (CALABARZON),Cavite,City of Carmona,Poblacion,DSL,Postpaid,
6242-SGYTS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),5317.2,324343.60000000003,No,,,,Startup,At-Risk,Region XI (Davao Region),Davao del Norte,City of Panabo,East,DSL,Business,
8166-ORCHU,Male,1,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,5238.8,171108.0,No,,,,SMB,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,Sibutu,Bagong Silang,DSL,Unlimited,
8414-OOEEL,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4452.0,290981.60000000003,No,,,,Enterprise,Active,Region VII (Central Visayas),Bohol,Batuan,Santo Nino,Wireless,Postpaid,
8454-AATJP,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),6442.8,470680.0,No,,,,SMB,Active,Region XII (SOCCSKSARGEN),Cotabato,Libungan,Maligaya,DSL,Family,
6849-WLEYG,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1106.0,1106.0,Yes,,,,SMB,Active,Region IV-A (CALABARZON),Rizal,Angono,Poblacion,Fiber,Business,
4659-NZRUF,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,5328.400000000001,100198.0,Yes,,,,Startup,At-Risk,Region I (Ilocos Region),Ilocos Norte,Vintar,East,Fiber,Postpaid,
4531-AUZNK,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,5328.400000000001,280002.8,No,,,,Enterprise,At-Risk,Region IV-A (CALABARZON),Quezon,Macalelon,Santo Nino,Wireless,Family,
4191-XOVOM,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,5902.400000000001,375939.2,No,,,,SMB,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,Mapun,San Juan,Wireless,Family,
2150-OEGBV,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1125.6000000000001,31505.600000000002,No,,,,Residential,At-Risk,Region III (Central Luzon),Zambales,City of Olongapo,Bagong Silang,Mobile,Business,
8429-XIBUM,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5675.599999999999,129757.59999999999,Yes,,,,Residential,At-Risk,Region XII (SOCCSKSARGEN),Sultan Kudarat,President Quirino,Santa Cruz,Cable,Prepaid,
1855-CFULU,Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1122.8,5121.2,No,,,,Residential,At-Risk,Cordillera Administrative Region (CAR),Mountain Province,Barlig,Mabini,DSL,Unlimited,
4878-BUNFV,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1159.2,46415.6,No,,,,Enterprise,Active,Region XI (Davao Region),Davao de Oro,Maragusan,Santa Maria,Cable,Postpaid,
1872-EBWSC,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1139.6000000000001,34571.6,No,,,,Residential,At-Risk,Region VIII (Eastern Visayas),Leyte,Julita,West,Wireless,Family,
2608-BHKFN,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),3922.7999999999997,14946.399999999998,Yes,,,,Enterprise,Active,Region II (Cagayan Valley),Isabela,Naguilian,West,Fiber,Family,
7026-YMSBE,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1103.2,35002.799999999996,No,,,,Residential,Active,Cordillera Administrative Region (CAR),Ifugao,Lagawe,East,Wireless,Unlimited,
7341-LXCAF,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4180.400000000001,16878.399999999998,Yes,,,,Residential,Active,MIMAROPA Region,Marinduque,Santa Cruz,San Vicente,Cable,Prepaid,
6997-UVGOX,Male,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4785.2,337674.39999999997,No,,,,Startup,Active,Region V (Bicol Region),Sorsogon,Juban,San Juan,Cable,Prepaid,
9674-EHPPG,Male,0,Yes,No,46,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),2262.4,103191.2,No,,,,Startup,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Basilan,Tuburan,San Juan,Cable,Unlimited,
9462-MJUAW,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2822.4,11569.6,Yes,,,,Residential,At-Risk,National Capital Region (NCR),NCR,City of Parañaque,Centro,Fiber,Family,
8128-YVJRG,Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,4460.400000000001,33863.200000000004,Yes,,,,SMB,At-Risk,Region IV-A (CALABARZON),Batangas,Taal,Maligaya,Cable,Family,
5440-VHLUL,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5891.2,413618.8,No,,,,Residential,At-Risk,Region V (Bicol Region),Catanduanes,San Miguel,San Roque,Mobile,Unlimited,
5781-BKHOP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),5636.400000000001,410706.8,No,,,,Startup,Active,Region X (Northern Mindanao),Misamis Occidental,Jimenez,Maligaya,DSL,Business,
4283-FUTGF,Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,4471.599999999999,82418.0,Yes,,,,Startup,Active,Region XII (SOCCSKSARGEN),Sarangani,Malapatan,Rizal,Fiber,Unlimited,
5213-TWWJU,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,5096.0,147064.4,No,,,,Enterprise,At-Risk,Negros Island Region (NIR),Negros Occidental,Enrique B. Magalona,Rizal,Fiber,Unlimited,
1569-TTNYJ,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,4410.0,23077.600000000002,Yes,,,,Residential,Active,Region X (Northern Mindanao),Lanao del Norte,Maigo,San Roque,Wireless,Unlimited,
8628-MFKAX,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6538.0,463514.79999999993,No,,,,Residential,Active,Region II (Cagayan Valley),Batanes,Sabtang,Bagong Silang,Cable,Postpaid,
2397-BRLOM,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),4505.2,32673.200000000004,Yes,,,,Startup,At-Risk,Region VII (Central Visayas),Bohol,Batuan,Santa Cruz,Wireless,Unlimited,
7629-WIXZF,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,3309.6,20678.0,No,,,,Enterprise,At-Risk,Negros Island Region (NIR),Negros Occidental,Pulupandan,Maligaya,Cable,Family,
5445-GLVOT,Female,0,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2788.7999999999997,58746.799999999996,No,,,,Enterprise,Active,Region VIII (Eastern Visayas),Samar,Daram,Mabini,Cable,Family,
3976-HXHCE,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1080.8,79228.8,No,,,,Residential,At-Risk,Region XIII (Caraga),Agusan del Norte,Tubay,San Roque,Fiber,Postpaid,
2466-NEJOJ,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),1100.3999999999999,9506.0,No,,,,SMB,At-Risk,Region XI (Davao Region),Davao Occidental,Sarangani,Santa Cruz,Fiber,Family,
0254-KCJGT,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),4558.400000000001,243849.19999999998,No,,,,Enterprise,At-Risk,Region I (Ilocos Region),Pangasinan,Agno,Bagong Silang,Wireless,Unlimited,
5472-CVMDX,Female,0,No,No,68,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,2178.4,152275.19999999998,No,,,,SMB,At-Risk,Region VII (Central Visayas),Bohol,Danao,San Vicente,Cable,Business,
6461-SZMCV,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4925.2,356459.60000000003,No,,,,SMB,At-Risk,Region XIII (Caraga),Agusan del Norte,City of Cabadbaran,San Juan,Fiber,Prepaid,
8150-QUDFX,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1111.6000000000001,2889.6,No,,,,Startup,Active,Region X (Northern Mindanao),Misamis Oriental,Binuangan,Santa Cruz,Wireless,Postpaid,
9508-ILZDG,Female,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,5395.599999999999,178654.0,No,,,,SMB,Active,Region VI (Western Visayas),Capiz,Cuartero,Poblacion,Wireless,Unlimited,
2346-DJQTB,Female,0,No,No,35,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1352.3999999999999,45500.0,No,,,,SMB,At-Risk,Region XI (Davao Region),Davao de Oro,New Bataan,San Roque,DSL,Family,
1697-LYYYX,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1069.6000000000001,64052.799999999996,No,,,,Enterprise,Active,Region X (Northern Mindanao),Misamis Oriental,City of Gingoog,Santo Nino,DSL,Prepaid,
1942-OQFRW,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2464.0,2464.0,No,,,,Startup,Active,Region XI (Davao Region),Davao del Norte,San Isidro,Bagong Silang,Fiber,Postpaid,
4749-VFKVB,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2805.6,2805.6,Yes,,,,Residential,Active,Region II (Cagayan Valley),Batanes,Sabtang,Santo Nino,Wireless,Prepaid,
9640-ZSLDC,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),3393.6,184632.0,No,,,,Enterprise,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Tagoloan II,East,DSL,Postpaid,
4231-LZUYM,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),1436.3999999999999,105672.0,No,,,,Residential,At-Risk,Region II (Cagayan Valley),Cagayan,Santa Praxedes,Centro,Mobile,Unlimited,
7598-UAASY,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,4278.400000000001,8500.800000000001,Yes,,,,Enterprise,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Basilan,Hadji Mohammad Ajul,San Isidro,Mobile,Family,
7938-OUHIO,Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5527.2,16444.399999999998,Yes,,,,Residential,At-Risk,Region III (Central Luzon),Nueva Ecija,Licab,West,Fiber,Business,
8510-AWCXC,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5644.8,73253.59999999999,Yes,,,,Startup,Active,Region XIII (Caraga),Surigao del Sur,Carrascal,Rizal,Cable,Postpaid,
6128-AQBMT,Male,1,Yes,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3021.2000000000003,124062.40000000001,No,,,,SMB,At-Risk,MIMAROPA Region,Oriental Mindoro,Pinamalayan,Rizal,Wireless,Postpaid,
3594-BDSOA,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),1142.3999999999999,27036.8,No,,,,Enterprise,At-Risk,Region V (Bicol Region),Masbate,Baleno,Poblacion,DSL,Unlimited,
0431-APWVY,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5045.599999999999,145541.19999999998,Yes,,,,Enterprise,At-Risk,Region I (Ilocos Region),La Union,Luna,West,Fiber,Prepaid,
5133-VRSAB,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,1643.6000000000001,12121.199999999999,No,,,,Enterprise,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Siocon,East,Wireless,Postpaid,
5996-DAOQL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1145.2,1145.2,No,,,,Residential,Active,Region II (Cagayan Valley),Batanes,Mahatao,Maligaya,Fiber,Business,
6838-YAUVY,Female,0,No,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),5325.599999999999,283631.60000000003,No,,,,Residential,Active,Region XIII (Caraga),Agusan del Sur,San Francisco,East,Fiber,Business,
0484-JPBRU,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),1414.0,55801.200000000004,No,,,,Enterprise,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Mangudadatu,Rizal,Cable,Prepaid,
7883-ROJOC,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2514.4,47020.4,No,,,,Enterprise,Active,Negros Island Region (NIR),Negros Occidental,Manapla,Santa Cruz,Cable,Family,
0244-LGNFY,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),5188.400000000001,377048.0,No,,,,Enterprise,Active,Region X (Northern Mindanao),Bukidnon,Damulog,San Isidro,Wireless,Business,
7274-CGTOD,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),2447.2000000000003,146624.80000000002,No,,,,Residential,Active,Region VII (Central Visayas),Cebu,Malabuyoc,Santa Maria,Mobile,Family,
4295-YURET,Female,1,Yes,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),4065.5999999999995,228723.6,No,,,,Residential,At-Risk,MIMAROPA Region,Romblon,Alcantara,San Jose,Cable,Postpaid,
3426-NIYYL,Male,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2886.7999999999997,42868.0,Yes,,,,Residential,At-Risk,Region III (Central Luzon),Pampanga,Porac,San Vicente,Cable,Postpaid,
8225-BTJAU,Male,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4438.0,44438.799999999996,Yes,,,,SMB,At-Risk,Region VI (Western Visayas),Capiz,Sapi-An,San Isidro,Wireless,Unlimited,
4635-EJYPD,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1061.2,34381.200000000004,No,,,,Startup,At-Risk,MIMAROPA Region,Marinduque,Santa Cruz,Centro,Wireless,Prepaid,
1866-ZSLJM,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),1148.0,22559.600000000002,No,,,,SMB,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Pitogo,Poblacion,Wireless,Postpaid,
4636-TVXVG,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1117.2,69708.8,No,,,,SMB,At-Risk,Region XIII (Caraga),Surigao del Sur,Hinatuan,Bagong Silang,DSL,Prepaid,
4236-UJPWO,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1372.0,2598.4,No,,,,Enterprise,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,City of Cotabato,East,Mobile,Business,
9392-XBGTD,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,1153.6000000000001,32583.600000000002,No,,,,Enterprise,Active,National Capital Region (NCR),NCR,City of San Juan,San Isidro,Mobile,Business,
3387-VATUS,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),5311.599999999999,25916.8,Yes,,,,SMB,At-Risk,MIMAROPA Region,Oriental Mindoro,Bulalacao,Santa Cruz,Wireless,Business,
6402-SSEJG,Female,0,No,No,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,3418.7999999999997,86251.2,No,,,,Startup,At-Risk,Region XI (Davao Region),Davao Oriental,City of Mati,Santo Nino,Fiber,Postpaid,
1143-NMNQJ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4799.2,9508.800000000001,Yes,,,,Residential,Active,Region XII (SOCCSKSARGEN),Sarangani,Alabel,Santa Maria,Mobile,Postpaid,
1169-SAOCL,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),5972.400000000001,289413.60000000003,No,,,,SMB,At-Risk,Region II (Cagayan Valley),Isabela,Gamu,Centro,Mobile,Postpaid,
1110-KYLGQ,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),6062.0,379685.60000000003,No,,,,Residential,Active,Region III (Central Luzon),Nueva Ecija,Science City of Muñoz,San Juan,Mobile,Family,
9929-PLVPA,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),1142.3999999999999,5292.0,No,,,,SMB,Active,Region V (Bicol Region),Albay,Camalig,Mabini,Cable,Business,
3518-PZXZQ,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,3096.7999999999997,3096.7999999999997,No,,,,Enterprise,Active,Region VI (Western Visayas),Capiz,Dumalag,Poblacion,Mobile,Business,
2371-JUNGC,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1134.0,11648.0,No,,,,Residential,Active,MIMAROPA Region,Occidental Mindoro,Magsaysay,Mabini,Fiber,Unlimited,
7693-QPEFS,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4085.2000000000003,214466.0,No,,,,Startup,Active,Region XII (SOCCSKSARGEN),Sultan Kudarat,Columbio,San Jose,Fiber,Family,
0924-BJCRC,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,5009.2,296497.60000000003,No,,,,Startup,Active,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,City of Cotabato,Rizal,DSL,Unlimited,
5074-FBGHB,Male,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),5860.400000000001,385828.8,No,,,,SMB,Active,Region IV-A (CALABARZON),Cavite,Magallanes,Santa Cruz,Cable,Family,
2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),4211.2,182243.6,No,,,,Residential,Active,Negros Island Region (NIR),Negros Occidental,City of Himamaylan,San Vicente,Fiber,Business,
4455-BFSPD,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),5664.400000000001,357498.39999999997,No,,,,Startup,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Buluan,San Roque,Fiber,Family,
0415-MOSGF,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2486.4,2486.4,Yes,,,,SMB,At-Risk,Region II (Cagayan Valley),Nueva Vizcaya,Bambang,San Roque,Cable,Prepaid,
1724-BQUHA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5012.0,26751.2,Yes,,,,Enterprise,Active,Region XI (Davao Region),Davao del Sur,Bansalan,San Jose,Mobile,Prepaid,
3948-KXDUF,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),3850.0,249062.80000000002,No,,,,SMB,At-Risk,Region IX (Zamboanga Peninsula),Zamboanga Sibugay,Ipil,Santa Cruz,Wireless,Family,
2323-ARSVR,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,6218.8,409978.8,No,,,,Startup,At-Risk,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Ampatuan,Poblacion,DSL,Business,
0815-MFZGM,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5544.0,231560.0,No,,,,SMB,At-Risk,National Capital Region (NCR),NCR,City of Las Piñas,San Isidro,Cable,Postpaid,
4826-XTSOH,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4818.8,4818.8,Yes,,,,Startup,Active,National Capital Region (NCR),NCR,City of Caloocan,West,Fiber,Unlimited,
